"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 13:49:45 GMT 2022","Tue Nov 29 13:49:46 GMT 2022","615","","Inscrição","","","","Validar preencher campo nome com dado inválido retorna mensagem de erro 'Nome inválido'",""
"passed","Tue Nov 29 13:50:04 GMT 2022","Tue Nov 29 13:50:04 GMT 2022","323","","Login","","","","Validar Fazer login sem preencher campos retorna mensagem de erro 'Email ou senha inválidos'",""
"passed","Tue Nov 29 13:49:49 GMT 2022","Tue Nov 29 13:49:53 GMT 2022","3223","","Inscrição","","","","Validar botão 'próximo' desabilitado ao não preencher todos os campos obrigatórios do Step 2 com dados válidos",""
"passed","Tue Nov 29 13:50:04 GMT 2022","Tue Nov 29 13:50:05 GMT 2022","255","","Login","","","","Validar clicar no botao inscrever-se redireciona a página",""
"passed","Tue Nov 29 13:50:02 GMT 2022","Tue Nov 29 13:50:02 GMT 2022","745","","Login","","","","Validar Fazer login com dados inválidos retorna mensagem de erro 'Email ou senha inválidos'",""
"passed","Tue Nov 29 13:49:47 GMT 2022","Tue Nov 29 13:49:48 GMT 2022","547","","Inscrição","","","","Validar preencher campo Telefone com dado inválido retorna mensagem de erro 'O telefone precisa ser válido.'",""
"passed","Tue Nov 29 13:49:38 GMT 2022","Tue Nov 29 13:49:43 GMT 2022","5073","","Inscrição","","","","Validar inscrição de candidato com sucesso",""
"passed","Tue Nov 29 13:49:55 GMT 2022","Tue Nov 29 13:49:58 GMT 2022","2720","","Dashboard","","","","validar buscar administrador",""
"passed","Tue Nov 29 13:49:48 GMT 2022","Tue Nov 29 13:49:49 GMT 2022","529","","Inscrição","","","","Validar preencher campo Cidade com dado inválido retorna mensagem de erro 'É necessário no mínimo 3 letras'",""
"passed","Tue Nov 29 13:50:00 GMT 2022","Tue Nov 29 13:50:01 GMT 2022","1204","","Login","","","","Validar fazer login com sucesso",""
"passed","Tue Nov 29 13:50:02 GMT 2022","Tue Nov 29 13:50:03 GMT 2022","772","","Login","","","","Validar fazer login com Email Invalido retorna mensagem de erro 'Email ou senha inválidos' ",""
"passed","Tue Nov 29 13:49:47 GMT 2022","Tue Nov 29 13:49:47 GMT 2022","577","","Inscrição","","","","Validar preencher campo CPF com dado inválido retorna mensagem de erro 'CPF inválido'",""
"passed","Tue Nov 29 13:49:48 GMT 2022","Tue Nov 29 13:49:48 GMT 2022","544","","Inscrição","","","","Validar preencher campo RG com dado inválido retorna mensagem de erro 'O RG precisa ter no mínimo 8 caracteres'",""
"passed","Tue Nov 29 13:49:46 GMT 2022","Tue Nov 29 13:49:47 GMT 2022","547","","Inscrição","","","","Validar preencher campo email com dado inválido retorna mensagem de erro 'Email inválido'",""
"passed","Tue Nov 29 13:49:43 GMT 2022","Tue Nov 29 13:49:45 GMT 2022","2403","","Inscrição","","","","Validar inscrição de candidato com dados válidos e marcando não para 'Você é matriculado em algum curso de graduação ou técnico?' retorna mensagem de erro",""
"passed","Tue Nov 29 13:50:03 GMT 2022","Tue Nov 29 13:50:04 GMT 2022","902","","Login","","","","Validar Fazer login com senha incorreta retorna mensagem de erro 'Email ou senha inválidos'",""
"passed","Tue Nov 29 13:49:49 GMT 2022","Tue Nov 29 13:49:49 GMT 2022","465","","Inscrição","","","","Validar não preencher campos do Step 1 com dados válidos retorna mensagens de erro",""
