"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 30 03:08:40 GMT 2022","Wed Nov 30 03:08:40 GMT 2022","580","","Inscrição","","","","Validar preencher campo RG com dado inválido retorna mensagem de erro 'O RG precisa ter no mínimo 8 caracteres'",""
"passed","Wed Nov 30 03:08:41 GMT 2022","Wed Nov 30 03:08:45 GMT 2022","3505","","Inscrição","","","","Validar botão 'próximo' desabilitado ao não preencher todos os campos obrigatórios do Step 2 com dados válidos",""
"passed","Wed Nov 30 03:08:39 GMT 2022","Wed Nov 30 03:08:39 GMT 2022","613","","Inscrição","","","","Validar preencher campo CPF com dado inválido retorna mensagem de erro 'CPF inválido'",""
"passed","Wed Nov 30 03:08:56 GMT 2022","Wed Nov 30 03:08:56 GMT 2022","269","","Login","","","","Validar Fazer login sem preencher campos retorna mensagem de erro 'Email ou senha inválidos'",""
"passed","Wed Nov 30 03:08:41 GMT 2022","Wed Nov 30 03:08:41 GMT 2022","375","","Inscrição","","","","Validar não preencher campos do Step 1 com dados válidos retorna mensagens de erro",""
"passed","Wed Nov 30 03:08:54 GMT 2022","Wed Nov 30 03:08:55 GMT 2022","738","","Login","","","","Validar fazer login com Email Invalido retorna mensagem de erro 'Email ou senha inválidos' ",""
"passed","Wed Nov 30 03:08:56 GMT 2022","Wed Nov 30 03:08:57 GMT 2022","291","","Login","","","","Validar clicar no botao inscrever-se redireciona a página",""
"passed","Wed Nov 30 03:08:35 GMT 2022","Wed Nov 30 03:08:38 GMT 2022","2458","","Inscrição","","","","Validar inscrição de candidato com dados válidos e marcando não para 'Você é matriculado em algum curso de graduação ou técnico?' retorna mensagem de erro",""
"passed","Wed Nov 30 03:08:55 GMT 2022","Wed Nov 30 03:08:56 GMT 2022","882","","Login","","","","Validar Fazer login com senha incorreta retorna mensagem de erro 'Email ou senha inválidos'",""
"passed","Wed Nov 30 03:08:54 GMT 2022","Wed Nov 30 03:08:54 GMT 2022","737","","Login","","","","Validar Fazer login com dados inválidos retorna mensagem de erro 'Email ou senha inválidos'",""
"passed","Wed Nov 30 03:08:39 GMT 2022","Wed Nov 30 03:08:40 GMT 2022","547","","Inscrição","","","","Validar preencher campo Telefone com dado inválido retorna mensagem de erro 'O telefone precisa ser válido.'",""
"passed","Wed Nov 30 03:08:38 GMT 2022","Wed Nov 30 03:08:39 GMT 2022","566","","Inscrição","","","","Validar preencher campo email com dado inválido retorna mensagem de erro 'Email inválido'",""
"passed","Wed Nov 30 03:08:38 GMT 2022","Wed Nov 30 03:08:38 GMT 2022","632","","Inscrição","","","","Validar preencher campo nome com dado inválido retorna mensagem de erro 'Nome inválido'",""
"passed","Wed Nov 30 03:08:41 GMT 2022","Wed Nov 30 03:08:41 GMT 2022","539","","Inscrição","","","","Validar preencher campo Cidade com dado inválido retorna mensagem de erro 'É necessário no mínimo 3 letras'",""
"passed","Wed Nov 30 03:08:47 GMT 2022","Wed Nov 30 03:08:50 GMT 2022","2477","","Dashboard","","","","validar buscar administrador",""
"passed","Wed Nov 30 03:08:29 GMT 2022","Wed Nov 30 03:08:35 GMT 2022","6523","","Inscrição","","","","Validar inscrição de candidato com sucesso",""
"passed","Wed Nov 30 03:08:52 GMT 2022","Wed Nov 30 03:08:54 GMT 2022","1088","","Login","","","","Validar fazer login com sucesso",""
